GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
10806	2.22e-12	3.81e-13	0.0577	7.262214	0.418818	1079.95	SDCCAG8	SHH signaling and ciliogenesis regulator SDCCAG8
654	2.26e-12	3.89e-13	0.0949	7.259376	0.689072	341.79	BMP6	bone morphogenetic protein 6
7272	2.29e-12	3.93e-13	0.1058	-7.257956	-0.76774	320.57	TTK	TTK protein kinase
2730	2.30e-12	3.95e-13	0.07	7.257104	0.508246	680.66	GCLM	glutamate-cysteine ligase modifier subunit
100506211	2.30e-12	3.95e-13	0.1218	7.257098	0.88426	210.16	MIR210HG	MIR210 host gene
6133	2.31e-12	3.98e-13	0.042	7.256186	0.304741	4431.03	RPL9	ribosomal protein L9
55723	2.39e-12	4.11e-13	0.13	-7.251957	-0.94267	194.33	ASF1B	anti-silencing function 1B histone chaperone
7337	2.40e-12	4.13e-13	0.0494	7.251307	0.358011	1729.77	UBE3A	ubiquitin protein ligase E3A
9889	2.43e-12	4.19e-13	0.0813	7.24924	0.589506	483.21	ZBED4	zinc finger BED-type containing 4
705	2.45e-12	4.21e-13	0.1115	7.248482	0.808022	259.3	BYSL	bystin like
84141	2.48e-12	4.27e-13	0.0883	7.246696	0.639673	446.96	EVA1A	eva-1 homolog A, regulator of programmed cell death
10492	2.50e-12	4.32e-13	0.0381	7.245245	0.275917	4410.62	SYNCRIP	synaptotagmin binding cytoplasmic RNA interacting protein
55720	2.58e-12	4.45e-13	0.0559	7.241265	0.404577	1174.94	TSR1	TSR1 ribosome maturation factor
23024	2.59e-12	4.47e-13	0.0957	-7.240535	-0.692858	462.56	PDZRN3	PDZ domain containing ring finger 3
9789	2.59e-12	4.47e-13	0.0611	7.2405	0.442586	966.56	SPCS2	signal peptidase complex subunit 2
287	2.70e-12	4.67e-13	0.0702	7.234642	0.507571	714.01	ANK2	ankyrin 2
9045	2.79e-12	4.82e-13	0.0364	7.230274	0.263388	5936.09	RPL14	ribosomal protein L14
53918	2.81e-12	4.86e-13	0.0679	7.229125	0.49086	760.3	PELO	pelota mRNA surveillance and ribosome rescue factor
3021	2.92e-12	5.04e-13	0.0335	7.224241	0.242122	6669.12	H3-3B	H3.3 histone B
100271835	2.94e-12	5.07e-13	0.2164	7.223281	1.563308	67.53	LIMS3-LOC440895	LIMS3-LOC440895 readthrough
11200	3.00e-12	5.19e-13	0.1634	-7.220123	-1.179751	129.41	CHEK2	checkpoint kinase 2
8661	3.09e-12	5.35e-13	0.0374	7.216212	0.270079	5716.04	EIF3A	eukaryotic translation initiation factor 3 subunit A
5924	3.18e-12	5.51e-13	0.0874	-7.212025	-0.629976	444.31	RASGRF2	Ras protein specific guanine nucleotide releasing factor 2
117854	3.27e-12	5.66e-13	0.1174	7.208504	0.846022	218.86	TRIM6	tripartite motif containing 6
344148	3.27e-12	5.67e-13	0.1443	-7.208285	-1.040064	183.56	NCKAP5	NCK associated protein 5
100500842	3.40e-12	5.89e-13	0.0655	7.203033	0.471924	780.03	MIR3652	microRNA 3652
9277	3.47e-12	6.01e-13	0.0695	7.200219	0.500764	682.43	WDR46	WD repeat domain 46
23313	3.49e-12	6.05e-13	0.0697	-7.199402	-0.50208	787.18	KIAA0930	KIAA0930
79022	3.54e-12	6.14e-13	0.107	-7.197252	-0.77015	351.34	TMEM106C	transmembrane protein 106C
23189	3.59e-12	6.22e-13	0.0952	7.19552	0.684776	354.62	KANK1	KN motif and ankyrin repeat domains 1
7389	3.61e-12	6.27e-13	0.0697	-7.194402	-0.501208	723.34	UROD	uroporphyrinogen decarboxylase
27075	3.62e-12	6.29e-13	0.2879	7.193969	2.071278	178.63	TSPAN13	tetraspanin 13
8434	3.64e-12	6.32e-13	0.0536	-7.193367	-0.385256	1528.59	RECK	reversion inducing cysteine rich protein with kazal motifs
143872	3.64e-12	6.33e-13	0.1091	-7.193269	-0.784484	273.06	ARHGAP42	Rho GTPase activating protein 42
6125	3.67e-12	6.38e-13	0.0355	7.192153	0.255386	8457.19	RPL5	ribosomal protein L5
59307	3.71e-12	6.45e-13	0.1653	-7.190612	-1.188496	137.75	SIGIRR	single Ig and TIR domain containing
701	3.82e-12	6.64e-13	0.1054	-7.186596	-0.757413	346.64	BUB1B	BUB1 mitotic checkpoint serine/threonine kinase B
51253	3.84e-12	6.68e-13	0.0626	7.185894	0.449546	994.6	MRPL37	mitochondrial ribosomal protein L37
5933	3.84e-12	6.68e-13	0.1002	-7.185881	-0.720046	325.61	RBL1	RB transcriptional corepressor like 1
10179	4.03e-12	7.01e-13	0.0628	7.179188	0.450537	864.83	RBM7	RNA binding motif protein 7
116496	4.18e-12	7.28e-13	0.0392	7.174101	0.281135	3296.71	NIBAN1	niban apoptosis regulator 1
84665	4.28e-12	7.46e-13	0.4565	-7.170773	-3.273554	30.57	MYPN	myopalladin
4538	4.28e-12	7.47e-13	0.0425	7.170519	0.305029	68612.36	ND4	NADH dehydrogenase subunit 4
7342	4.34e-12	7.58e-13	0.0488	7.168574	0.350132	1864.11	UBP1	upstream binding protein 1
6309	4.42e-12	7.71e-13	0.0511	7.166215	0.366529	1731.1	SC5D	sterol-C5-desaturase
6711	4.51e-12	7.88e-13	0.0328	-7.16327	-0.235209	10063.32	SPTBN1	spectrin beta, non-erythrocytic 1
6390	4.52e-12	7.90e-13	0.0728	7.162831	0.521288	782.58	SDHB	succinate dehydrogenase complex iron sulfur subunit B
7174	4.52e-12	7.90e-13	0.0569	-7.162848	-0.407436	1327.85	TPP2	tripeptidyl peptidase 2
2313	4.54e-12	7.93e-13	0.0982	7.16228	0.703323	316.05	FLI1	Fli-1 proto-oncogene, ETS transcription factor
54989	4.67e-12	8.16e-13	0.0569	7.158454	0.407281	1240	ZNF770	zinc finger protein 770
84926	4.72e-12	8.25e-13	0.0759	7.156854	0.54289	605.9	SPRYD3	SPRY domain containing 3
6143	4.76e-12	8.33e-13	0.0367	7.155606	0.26236	10603.25	RPL19	ribosomal protein L19
147841	4.77e-12	8.35e-13	0.1705	-7.155285	-1.220274	121.47	SPC24	SPC24 component of NDC80 kinetochore complex
10642	4.81e-12	8.43e-13	0.1158	7.154025	0.828538	226.23	IGF2BP1	insulin like growth factor 2 mRNA binding protein 1
6249	4.83e-12	8.45e-13	0.0413	7.153609	0.295742	2852.15	CLIP1	CAP-Gly domain containing linker protein 1
10336	4.86e-12	8.51e-13	0.0715	7.15264	0.51126	710.18	PCGF3	polycomb group ring finger 3
781	4.86e-12	8.52e-13	0.0539	7.152495	0.385475	1502.08	CACNA2D1	calcium voltage-gated channel auxiliary subunit alpha2delta 1
7314	4.91e-12	8.61e-13	0.0377	-7.151078	-0.269637	4765.39	UBB	ubiquitin B
64061	4.93e-12	8.65e-13	0.0789	7.150362	0.564083	557.47	TSPYL2	TSPY like 2
55008	5.09e-12	8.92e-13	0.0394	-7.14615	-0.281824	3529.38	HERC6	HECT and RLD domain containing E3 ubiquitin protein ligase family member 6
2121	5.49e-12	9.63e-13	0.0508	-7.135726	-0.362154	2066.13	EVC	EvC ciliary complex subunit 1
23023	5.50e-12	9.66e-13	0.088	7.135201	0.627965	416.42	TMCC1	transmembrane and coiled-coil domain family 1
6721	5.58e-12	9.80e-13	0.0455	7.133356	0.324843	3663.49	SREBF2	sterol regulatory element binding transcription factor 2
81792	5.64e-12	9.91e-13	0.0917	7.131727	0.654322	463.57	ADAMTS12	ADAM metallopeptidase with thrombospondin type 1 motif 12
1545	5.68e-12	9.99e-13	0.1069	-7.130651	-0.762493	293.24	CYP1B1	cytochrome P450 family 1 subfamily B member 1
9221	5.81e-12	1.02e-12	0.0552	7.127598	0.393243	1279.89	NOLC1	nucleolar and coiled-body phosphoprotein 1
51124	5.89e-12	1.04e-12	0.0635	7.125517	0.452216	912.17	IER3IP1	immediate early response 3 interacting protein 1
7150	5.89e-12	1.04e-12	0.0467	-7.125519	-0.332576	2200.55	TOP1	DNA topoisomerase I
84812	5.97e-12	1.05e-12	0.1939	-7.123768	-1.381455	95.94	PLCD4	phospholipase C delta 4
54386	6.02e-12	1.06e-12	0.0577	7.122575	0.411028	1202.62	TERF2IP	TERF2 interacting protein
4514	6.20e-12	1.09e-12	0.0376	7.118308	0.267828	29303.29	COX3	cytochrome c oxidase subunit III
154214	6.23e-12	1.10e-12	0.0792	7.117593	0.56384	599.2	RNF217	ring finger protein 217
51466	6.26e-12	1.10e-12	0.0717	7.116939	0.510088	723.54	EVL	Enah/Vasp-like
84251	6.26e-12	1.10e-12	0.112	-7.116811	-0.797204	283.58	SGIP1	SH3GL interacting endocytic adaptor 1
5464	6.55e-12	1.16e-12	0.0517	-7.110632	-0.36753	1451.13	PPA1	inorganic pyrophosphatase 1
79571	6.59e-12	1.16e-12	0.0781	7.109607	0.555038	574.66	GCC1	GRIP and coiled-coil domain containing 1
64710	6.80e-12	1.20e-12	0.0358	-7.105311	-0.254183	5486.25	NUCKS1	nuclear casein kinase and cyclin dependent kinase substrate 1
10188	6.89e-12	1.22e-12	0.0705	7.103503	0.501141	705.51	TNK2	tyrosine kinase non receptor 2
101927741	6.89e-12	1.22e-12	0.0603	7.103446	0.428237	960.78	LOC101927741	uncharacterized LOC101927741
1540	6.96e-12	1.23e-12	0.069	-7.101941	-0.490098	902.86	CYLD	CYLD lysine 63 deubiquitinase
55215	7.07e-12	1.25e-12	0.0814	-7.099659	-0.577784	579.82	FANCI	FA complementation group I
125	7.18e-12	1.27e-12	1.1899	-7.097473	-8.445604	76.54	ADH1B	alcohol dehydrogenase 1B (class I), beta polypeptide
1500	7.24e-12	1.28e-12	0.0431	7.09634	0.305701	2457.63	CTNND1	catenin delta 1
64342	7.30e-12	1.29e-12	0.1288	-7.095141	-0.913797	194.15	HS1BP3	HCLS1 binding protein 3
23760	7.47e-12	1.32e-12	0.0475	7.091844	0.336683	2003.43	PITPNB	phosphatidylinositol transfer protein beta
526	7.61e-12	1.35e-12	0.0611	-7.089367	-0.432957	1192.79	ATP6V1B2	ATPase H+ transporting V1 subunit B2
5685	7.76e-12	1.37e-12	0.0474	7.086598	0.336028	1982.39	PSMA4	proteasome 20S subunit alpha 4
27239	7.89e-12	1.40e-12	0.256	-7.084283	-1.813715	59.63	GPR162	G protein-coupled receptor 162
100507516	8.24e-12	1.46e-12	0.1348	-7.07816	-0.954447	183.11	LINC02984	long intergenic non-protein coding RNA 2984
195828	8.29e-12	1.47e-12	0.1409	-7.07722	-0.997096	205.31	ZNF367	zinc finger protein 367
79711	8.42e-12	1.49e-12	0.0875	7.075096	0.618893	521.64	IPO4	importin 4
221710	8.57e-12	1.52e-12	0.091	7.072601	0.64352	369.62	SMIM13	small integral membrane protein 13
388121	8.79e-12	1.56e-12	0.1208	7.068988	0.853878	215.75	TNFAIP8L3	TNF alpha induced protein 8 like 3
51371	8.84e-12	1.57e-12	0.0635	7.068212	0.449151	1218.48	POMP	proteasome maturation protein
5067	8.86e-12	1.57e-12	0.1126	-7.067761	-0.795743	358.45	CNTN3	contactin 3
220972	8.92e-12	1.59e-12	0.0841	-7.066787	-0.59461	510.96	MARCHF8	membrane associated ring-CH-type finger 8
23066	9.13e-12	1.62e-12	0.312	-7.063465	-2.20383	43.52	CAND2	cullin associated and neddylation dissociated 2 (putative)
8705	9.18e-12	1.63e-12	0.2878	-7.062713	-2.032786	48.28	B3GALT4	beta-1,3-galactosyltransferase 4
4967	9.18e-12	1.63e-12	0.0531	-7.062679	-0.375052	1351.37	OGDH	oxoglutarate dehydrogenase
254102	9.47e-12	1.69e-12	0.0522	-7.058275	-0.368509	1529.46	EHBP1L1	EH domain binding protein 1 like 1
114904	9.52e-12	1.69e-12	0.1724	-7.057572	-1.216613	114.33	C1QTNF6	C1q and TNF related 6
79073	9.65e-12	1.72e-12	0.0593	-7.055531	-0.418055	1205.74	TMEM109	transmembrane protein 109
9475	9.67e-12	1.72e-12	0.0492	-7.055191	-0.34702	2068.46	ROCK2	Rho associated coiled-coil containing protein kinase 2
84164	9.73e-12	1.74e-12	0.0639	7.054266	0.451025	850.01	ASCC2	activating signal cointegrator 1 complex subunit 2
9900	9.85e-12	1.76e-12	0.0601	7.052544	0.424081	1010.98	SV2A	synaptic vesicle glycoprotein 2A
3190	9.93e-12	1.77e-12	0.0354	7.051454	0.249387	10664.54	HNRNPK	heterogeneous nuclear ribonucleoprotein K
54910	1.05e-11	1.87e-12	0.0868	7.044103	0.611252	430.76	SEMA4C	semaphorin 4C
101927751	1.05e-11	1.88e-12	0.2583	-7.04296	-1.8194	55.57	ALDH1A3-AS1	ALDH1A3 antisense RNA 1
79777	1.09e-11	1.95e-12	0.1869	-7.037817	-1.315381	97.59	ACBD4	acyl-CoA binding domain containing 4
55666	1.11e-11	1.99e-12	0.047	7.035369	0.330353	1865.9	NPLOC4	NPL4 homolog, ubiquitin recognition factor
54970	1.12e-11	2.00e-12	0.1681	-7.034192	-1.182603	119.51	TTC12	tetratricopeptide repeat domain 12
146556	1.14e-11	2.03e-12	0.4155	-7.032159	-2.921874	31.35	C16orf89	chromosome 16 open reading frame 89
80221	1.15e-11	2.05e-12	0.1706	-7.03118	-1.199654	115.64	ACSF2	acyl-CoA synthetase family member 2
23612	1.16e-11	2.07e-12	0.0527	7.029717	0.370589	1518.28	PHLDA3	pleckstrin homology like domain family A member 3
3608	1.18e-11	2.11e-12	0.046	7.026975	0.323357	2038.23	ILF2	interleukin enhancer binding factor 2
143244	1.19e-11	2.13e-12	0.1151	7.02595	0.808351	234.08	EIF5AL1	eukaryotic translation initiation factor 5A like 1
55667	1.20e-11	2.15e-12	0.0642	-7.024312	-0.450796	986.83	DENND4C	DENN domain containing 4C
109	1.20e-11	2.15e-12	0.071	-7.024224	-0.498427	664.02	ADCY3	adenylate cyclase 3
51586	1.20e-11	2.16e-12	0.0536	7.023821	0.376185	1406.91	MED15	mediator complex subunit 15
3716	1.21e-11	2.16e-12	0.0403	-7.023624	-0.283397	3231.42	JAK1	Janus kinase 1
824	1.24e-11	2.22e-12	0.035	-7.020131	-0.245596	9014.32	CAPN2	calpain 2
106865373	1.24e-11	2.22e-12	0.1539	7.019883	1.080587	124.91	GET1-SH3BGR	GET1-SH3BGR readthrough
79867	1.27e-11	2.27e-12	0.1454	-7.016584	-1.020561	170.67	TCTN2	tectonic family member 2
84162	1.28e-11	2.30e-12	0.0491	-7.015199	-0.344104	2317.87	BLTP1	bridge-like lipid transfer protein family member 1
79690	1.30e-11	2.34e-12	0.0896	-7.012768	-0.628299	450.12	GAL3ST4	galactose-3-O-sulfotransferase 4
27101	1.30e-11	2.34e-12	0.0696	-7.01267	-0.488327	891.99	CACYBP	calcyclin binding protein
32	1.31e-11	2.36e-12	0.2269	-7.011306	-1.590925	71.27	ACACB	acetyl-CoA carboxylase beta
840	1.32e-11	2.37e-12	0.0636	7.010596	0.445615	849.06	CASP7	caspase 7
4508	1.36e-11	2.45e-12	0.0371	7.006231	0.259767	22784.76	ATP6	ATP synthase F0 subunit 6
57326	1.36e-11	2.45e-12	0.0541	-7.005857	-0.378957	1367.89	PBXIP1	PBX homeobox interacting protein 1
79674	1.37e-11	2.47e-12	0.0998	7.004773	0.699177	335.08	VEPH1	ventricular zone expressed PH domain containing 1
10417	1.41e-11	2.53e-12	0.0839	7.00141	0.587489	512.91	SPON2	spondin 2
3835	1.43e-11	2.58e-12	0.1066	-6.998874	-0.746313	331.84	KIF22	kinesin family member 22
23363	1.44e-11	2.60e-12	0.0807	-6.997882	-0.564672	541.5	OBSL1	obscurin like cytoskeletal adaptor 1
57700	1.47e-11	2.65e-12	0.0548	6.994988	0.38363	1235.44	FHIP2A	FHF complex subunit HOOK interacting protein 2A
9882	1.48e-11	2.67e-12	0.1024	-6.994156	-0.715915	303.27	TBC1D4	TBC1 domain family member 4
23312	1.48e-11	2.67e-12	0.0848	-6.994151	-0.592919	467.55	DMXL2	Dmx like 2
4693	1.50e-11	2.71e-12	0.6038	-6.992023	-4.221455	27.61	NDP	norrin cystine knot growth factor NDP
6647	1.50e-11	2.71e-12	0.0504	-6.991865	-0.352626	1578.44	SOD1	superoxide dismutase 1
5049	1.50e-11	2.72e-12	0.0522	6.991628	0.365311	2047.7	PAFAH1B2	platelet activating factor acetylhydrolase 1b catalytic subunit 2
6228	1.52e-11	2.75e-12	0.0359	6.99019	0.251031	5723.47	RPS23	ribosomal protein S23
10849	1.53e-11	2.77e-12	0.1149	6.988943	0.803273	231.17	POLR1G	RNA polymerase I subunit G
54557	1.54e-11	2.78e-12	0.068	6.988315	0.475306	744.68	SGTB	small glutamine rich tetratricopeptide repeat co-chaperone beta
91012	1.54e-11	2.79e-12	0.0703	6.988062	0.490926	682.27	CERS5	ceramide synthase 5
9040	1.57e-11	2.84e-12	0.0868	6.985527	0.606352	633.25	UBE2M	ubiquitin conjugating enzyme E2 M
23173	1.58e-11	2.86e-12	0.0538	6.98444	0.3757	1257.25	METAP1	methionyl aminopeptidase 1
23508	1.60e-11	2.89e-12	0.3426	6.98305	2.392466	33.22	TTC9	tetratricopeptide repeat domain 9
708	1.61e-11	2.92e-12	0.0612	6.981476	0.427614	951.15	C1QBP	complement C1q binding protein
80856	1.62e-11	2.94e-12	0.0608	6.980734	0.424196	956.4	LNPK	lunapark, ER junction formation factor
11238	1.62e-11	2.94e-12	0.1759	-6.980733	-1.227946	106.62	CA5B	carbonic anhydrase 5B
116442	1.62e-11	2.94e-12	0.3035	6.980402	2.118367	38.38	RAB39B	RAB39B, member RAS oncogene family
9451	1.63e-11	2.96e-12	0.0894	6.97977	0.623844	394.38	EIF2AK3	eukaryotic translation initiation factor 2 alpha kinase 3
1396	1.65e-11	3.00e-12	0.1623	-6.977819	-1.132436	125.01	CRIP1	cysteine rich protein 1
155185	1.65e-11	3.00e-12	0.4196	6.977596	2.927844	24.62	AMZ1	archaelysin family metallopeptidase 1
8702	1.67e-11	3.04e-12	0.0962	6.975963	0.671321	381.54	B4GALT4	beta-1,4-galactosyltransferase 4
4343	1.69e-11	3.06e-12	0.0407	-6.974817	-0.284012	2901.11	MOV10	Mov10 RISC complex RNA helicase
51596	1.70e-11	3.08e-12	0.0611	-6.973959	-0.426171	1114.84	CUTA	cutA divalent cation tolerance homolog
84230	1.71e-11	3.11e-12	0.0646	6.972773	0.450585	999.85	LRRC8C	leucine rich repeat containing 8 VRAC subunit C
149478	1.72e-11	3.12e-12	0.1417	6.972212	0.987968	152.82	BTBD19	BTB domain containing 19
6389	1.75e-11	3.18e-12	0.0535	-6.969454	-0.373138	1569.86	SDHA	succinate dehydrogenase complex flavoprotein subunit A
51780	1.78e-11	3.24e-12	0.0542	-6.96676	-0.377811	1342.2	KDM3B	lysine demethylase 3B
5264	1.80e-11	3.27e-12	0.1342	-6.965487	-0.935007	203.5	PHYH	phytanoyl-CoA 2-hydroxylase
1388	1.84e-11	3.35e-12	0.0699	-6.962117	-0.486728	759.29	ATF6B	activating transcription factor 6 beta
2997	1.85e-11	3.37e-12	0.0656	6.961389	0.456793	943.84	GYS1	glycogen synthase 1
1893	1.85e-11	3.38e-12	0.0416	-6.96106	-0.28972	3134.73	ECM1	extracellular matrix protein 1
881	1.88e-11	3.43e-12	0.2861	6.958776	1.99108	44.02	CCIN	calicin
55251	1.94e-11	3.54e-12	0.0756	-6.95432	-0.525669	614.53	PCMTD2	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 2
80854	1.95e-11	3.55e-12	0.0466	6.954145	0.323741	1900.42	SETD7	SET domain containing 7, histone lysine methyltransferase
6470	1.98e-11	3.62e-12	0.1342	-6.951309	-0.933079	188.59	SHMT1	serine hydroxymethyltransferase 1
127829	1.99e-11	3.63e-12	0.0806	6.950836	0.560133	498.92	ARL8A	ADP ribosylation factor like GTPase 8A
4253	2.02e-11	3.69e-12	0.0882	6.948547	0.612851	405.96	MIA2	MIA SH3 domain ER export factor 2
8013	2.04e-11	3.72e-12	0.3699	-6.94753	-2.57011	37.02	NR4A3	nuclear receptor subfamily 4 group A member 3
104	2.12e-11	3.87e-12	0.0642	-6.941881	-0.445655	919.44	ADARB1	adenosine deaminase RNA specific B1
2078	2.13e-11	3.88e-12	0.3189	6.941375	2.213753	35.12	ERG	ETS transcription factor ERG
23562	2.13e-11	3.89e-12	0.5998	6.94118	4.163571	20.43	CLDN14	claudin 14
10419	2.13e-11	3.90e-12	0.0714	6.940874	0.495576	675.52	PRMT5	protein arginine methyltransferase 5
407977	2.14e-11	3.92e-12	0.1898	-6.94	-1.317196	93.73	TNFSF12-TNFSF13	TNFSF12-TNFSF13 readthrough
9064	2.18e-11	3.99e-12	0.0972	-6.93751	-0.674402	343.25	MAP3K6	mitogen-activated protein kinase kinase kinase 6
1453	2.18e-11	4.00e-12	0.047	6.937256	0.326378	2484.19	CSNK1D	casein kinase 1 delta
4839	2.19e-11	4.01e-12	0.0831	6.93698	0.576799	469	NOP2	NOP2 nucleolar protein
37	2.25e-11	4.12e-12	0.0494	-6.932885	-0.342525	2358.99	ACADVL	acyl-CoA dehydrogenase very long chain
3032	2.28e-11	4.17e-12	0.0557	-6.93123	-0.385852	1362.16	HADHB	hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit beta
114327	2.29e-11	4.19e-12	0.0911	-6.930501	-0.631355	420.19	EFHC1	EF-hand domain containing 1
57418	2.35e-11	4.32e-12	0.0967	6.926405	0.669527	387.51	WDR18	WD repeat domain 18
9906	2.38e-11	4.36e-12	0.0841	-6.92503	-0.582134	477.63	SLC35E2A	solute carrier family 35 member E2A
6628	2.44e-11	4.47e-12	0.0615	6.921345	0.425374	1512.55	SNRPB	small nuclear ribonucleoprotein polypeptides B and B1
55635	2.49e-11	4.58e-12	0.0948	-6.918073	-0.655863	383.85	DEPDC1	DEP domain containing 1
84848	2.52e-11	4.63e-12	0.161	6.916598	1.113301	123.22	MIR503HG	MIR503 host gene
375033	2.56e-11	4.70e-12	0.1126	-6.914326	-0.778461	263.71	PEAR1	platelet endothelial aggregation receptor 1
4192	2.56e-11	4.71e-12	0.057	-6.914056	-0.394029	2932.42	MDK	midkine
91179	2.65e-11	4.88e-12	0.0722	6.909136	0.499007	668.93	SCARF2	scavenger receptor class F member 2
402	2.69e-11	4.95e-12	0.0763	-6.906945	-0.5272	582.65	ARL2	ADP ribosylation factor like GTPase 2
57463	2.71e-11	4.98e-12	0.2471	-6.906202	-1.706548	60.84	AMIGO1	adhesion molecule with Ig like domain 1
25945	2.73e-11	5.02e-12	0.0553	-6.90508	-0.382134	1324.04	NECTIN3	nectin cell adhesion molecule 3
9445	2.73e-11	5.03e-12	0.0356	-6.904626	-0.245772	5619.59	ITM2B	integral membrane protein 2B
91404	2.75e-11	5.06e-12	0.089	-6.903902	-0.614689	414.72	SESTD1	SEC14 and spectrin domain containing 1
10082	2.75e-11	5.07e-12	0.0818	-6.903511	-0.564902	700.63	GPC6	glypican 6
9690	2.78e-11	5.13e-12	0.0456	6.901954	0.31464	2102.23	UBE3C	ubiquitin protein ligase E3C
64946	2.79e-11	5.14e-12	0.1176	-6.901761	-0.811771	240.43	CENPH	centromere protein H
23327	2.79e-11	5.15e-12	0.1512	-6.901429	-1.043239	143.74	NEDD4L	NEDD4 like E3 ubiquitin protein ligase
60673	2.80e-11	5.16e-12	0.0823	6.901177	0.568009	552.72	ATG101	autophagy related 101
55796	2.83e-11	5.21e-12	0.1803	-6.899612	-1.244111	116.07	MBNL3	muscleblind like splicing regulator 3
55153	2.84e-11	5.25e-12	0.065	6.898621	0.448338	837.73	SDAD1	SDA1 domain containing 1
5534	2.88e-11	5.32e-12	0.0553	6.896712	0.381161	1497.1	PPP3R1	protein phosphatase 3 regulatory subunit B, alpha
54821	2.99e-11	5.52e-12	0.155	-6.891396	-1.068057	139.69	ERCC6L	ERCC excision repair 6 like, spindle assembly checkpoint helicase
54832	3.00e-11	5.53e-12	0.0516	-6.891146	-0.355463	1482.98	VPS13C	vacuolar protein sorting 13 homolog C
79759	3.02e-11	5.57e-12	0.0898	6.890145	0.618685	381.61	ZNF668	zinc finger protein 668
7529	3.06e-11	5.65e-12	0.0383	6.888089	0.263784	5337.92	YWHAB	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein beta
9641	3.08e-11	5.70e-12	0.1017	-6.886957	-0.700338	327.52	IKBKE	inhibitor of nuclear factor kappa B kinase subunit epsilon
4134	3.08e-11	5.70e-12	0.0331	6.886925	0.228175	13774.88	MAP4	microtubule associated protein 4
60370	3.10e-11	5.74e-12	0.147	-6.886034	-1.011944	146.57	AVPI1	arginine vasopressin induced 1
4211	3.18e-11	5.88e-12	0.0609	-6.882457	-0.419396	1101.09	MEIS1	Meis homeobox 1
27440	3.18e-11	5.89e-12	0.0991	6.882259	0.682016	311.69	HDHD5	haloacid dehalogenase like hydrolase domain containing 5
64834	3.20e-11	5.93e-12	0.0523	6.881338	0.360186	1548.71	ELOVL1	ELOVL fatty acid elongase 1
23492	3.24e-11	6.01e-12	0.1394	-6.879321	-0.959217	164.93	CBX7	chromobox 7
163486	3.32e-11	6.16e-12	0.1036	6.875924	0.71216	285.65	DENND1B	DENN domain containing 1B
10211	3.36e-11	6.22e-12	0.0494	-6.874449	-0.3397	2223.4	FLOT1	flotillin 1
506	3.42e-11	6.34e-12	0.0421	6.871805	0.289456	5645.76	ATP5F1B	ATP synthase F1 subunit beta
222166	3.45e-11	6.41e-12	0.1097	-6.87032	-0.753633	274	MTURN	maturin, neural progenitor differentiation regulator homolog
80273	3.53e-11	6.56e-12	0.0849	6.867028	0.58285	447.68	GRPEL1	GrpE like 1, mitochondrial
51663	3.61e-11	6.71e-12	0.0452	6.863645	0.310095	2117.99	ZFR	zinc finger RNA binding protein
3265	3.78e-11	7.03e-12	0.0885	6.857029	0.606925	398.96	HRAS	HRas proto-oncogene, GTPase
6603	3.83e-11	7.12e-12	0.0686	-6.855266	-0.470254	793.33	SMARCD2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2
5347	3.85e-11	7.16e-12	0.1244	-6.854389	-0.852737	263.64	PLK1	polo like kinase 1
643314	3.87e-11	7.19e-12	0.0559	6.853735	0.382837	1370.4	KIAA0754	replaced by ID 23499
51382	3.90e-11	7.25e-12	0.0591	6.852612	0.404784	1143.6	ATP6V1D	ATPase H+ transporting V1 subunit D
683	3.91e-11	7.27e-12	0.0679	-6.852261	-0.465159	833.42	BST1	bone marrow stromal cell antigen 1
10150	3.91e-11	7.27e-12	0.0467	6.852177	0.319858	2128.41	MBNL2	muscleblind like splicing regulator 2
